time,open,high,low,close,tick_volume,spread,real_volume
1999-12-31 23:00:00+00:00,1.0061,1.0062,1.0061,1.0062,2,50,0
1999-12-31 23:00:00+00:00,1.0061,1.0062,1.0061,1.0062,2,50,0
